state,city,origin,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,avg5years,pct_change_2018_vs_5yr_average
Illinois,Schaumburg,Iran,0,1,0,0,0,0,0,0,0,0,0,
Illinois,South Holland,Liberia,0,3,0,0,0,0,0,0,0,0,0,
Illinois,Springfield,Eritrea,1,0,0,0,0,0,0,0,0,0,0,
Illinois,Springfield,Liberia,0,0,0,2,0,0,0,0,0,0,0,
Illinois,Streamwood,Iraq,5,0,3,0,0,0,0,0,0,0,0,
Illinois,Urbana,Syria,0,1,0,0,0,0,0,0,0,0,0,
Illinois,Warrenville,Burma,0,0,0,0,0,0,0,0,0,1,0,
Illinois,Wauconda,Ukraine,0,0,0,2,0,0,0,0,0,0,0,
Illinois,West Dundee,Iraq,4,0,0,0,0,0,0,0,0,0,0,
Illinois,Westmont,Iraq,0,4,0,0,0,0,0,0,0,0,0,
Illinois,Westmont,Liberia,1,0,0,0,0,0,0,0,0,0,0,
Illinois,Westmont,Palestine,0,9,0,0,0,0,0,0,0,0,0,
Illinois,Westmont,Ukraine,5,0,0,0,0,0,0,0,0,0,0,
Illinois,Wheaton,Kuwait,3,0,0,0,0,0,0,0,0,0,0,
Illinois,Wheaton,Liberia,0,0,2,0,0,0,0,0,0,0,0,
Illinois,Wheaton,Sierra Leone,4,0,0,0,0,0,0,0,0,0,0,
Illinois,Wheaton,Vietnam,12,2,0,0,0,0,0,0,0,0,0,
Illinois,Willowbrook,Iraq,0,0,0,1,0,0,0,0,0,0,0,
Illinois,Wilmette,Burma,0,0,6,0,0,0,0,0,0,0,0,
Illinois,Wilmette,Ethiopia,0,0,0,0,0,0,0,0,0,1,0,
Illinois,Winnetka,Iran,6,0,0,0,0,0,0,0,0,0,0,
Illinois,Woodstock,Iraq,4,0,0,0,0,0,0,0,0,0,0,
Illinois,,Russia,0,0,0,0,0,0,0,0,0,4,0,
Illinois,,Ukraine,0,0,0,0,0,0,0,0,0,4,0,
Indiana,Beech Grove,Burma,0,0,0,0,0,0,0,0,0,3,0,
Indiana,Bloomington,Burma,0,5,0,0,0,0,0,0,0,0,0,
Indiana,Bloomington,Iraq,1,4,0,0,0,0,0,0,0,0,0,
Indiana,Bloomington,Pakistan,0,0,0,2,0,0,0,0,0,0,0,
Indiana,Brownsburg,Burma,0,2,0,0,0,0,0,0,0,0,0,
Indiana,Brownsburg,Eritrea,0,3,0,0,0,0,0,0,0,0,0,
Indiana,Elkhart,Iraq,8,0,0,4,0,0,0,0,0,0,0,
Indiana,Fort Wayne,Burundi,0,0,0,0,0,0,0,0,0,1,0,
Indiana,Fort Wayne,Russia,1,0,0,0,0,0,0,0,0,0,0,
Indiana,Fort Wayne,Thailand,0,0,1,0,0,0,0,0,0,0,0,
Indiana,Goshen,Cuba,2,0,0,1,0,0,0,0,0,0,0,
Indiana,Goshen,Ukraine,0,0,0,0,0,0,0,0,0,18,0,
Indiana,Greencastle,Burma,0,0,1,0,0,0,0,0,0,0,0,
Indiana,Highland,Iraq,2,0,0,0,0,0,0,0,0,0,0,
Indiana,Highland,Sudan,1,0,0,0,0,0,0,0,0,0,0,
Indiana,Huntington,Iraq,0,0,1,0,0,0,0,0,0,0,0,
Indiana,Indianapolis,Chad,0,1,0,0,0,0,0,0,0,0,0,
Indiana,Indianapolis,Congo,0,1,0,0,0,0,0,0,0,0,0,
Indiana,Indianapolis,Jordan,0,2,0,0,0,0,0,0,0,0,0,
Indiana,Indianapolis,"Korea, North",0,0,0,1,0,0,0,0,0,0,0,
Indiana,Indianapolis,Malaysia,0,0,1,0,0,0,0,0,0,0,0,
Indiana,Indianapolis,Palestine,0,21,6,3,0,0,0,0,0,0,0,
Indiana,Indianapolis,South Africa,0,0,0,0,0,0,0,0,0,1,0,
Indiana,Indianapolis,Sri Lanka (Ceylon),0,1,0,0,0,0,0,0,0,0,0,
Indiana,Jeffersonville,Burma,0,0,1,0,0,0,0,0,0,0,0,
Indiana,Jeffersonville,Pakistan,0,0,0,0,0,0,0,0,0,2,0,
Indiana,Merrillville,Vietnam,2,0,0,0,0,0,0,0,0,0,0,
Indiana,Muncie,Iran,0,0,0,1,0,0,0,0,0,0,0,
Indiana,Noblesville,Dem. Rep. Congo,0,0,0,1,0,0,0,0,0,0,0,
Indiana,Schererville,Iraq,0,4,0,0,0,0,0,0,0,0,0,
Indiana,South Bend,Burma,0,0,0,1,0,0,0,0,0,0,0,
Indiana,South Bend,El Salvador,0,0,0,0,0,0,0,0,0,5,0,
Indiana,South Bend,Iran,2,0,6,0,0,0,0,0,0,0,0,
Indiana,Terre Haute,Iraq,0,0,6,0,0,0,0,0,0,0,0,
Indiana,Washington,Burma,0,2,1,0,0,0,0,0,0,0,0,
Indiana,Westfield,Moldova,0,0,0,5,0,0,0,0,0,0,0,
Indiana,Wolflake,Iraq,0,0,0,1,0,0,0,0,0,0,0,
Indiana,Zionsville,Iraq,1,0,0,0,0,0,0,0,0,0,0,
Iowa,Ankeny,Dem. Rep. Congo,0,0,0,0,0,0,0,0,0,8,0,
Iowa,Ankeny,Vietnam,4,0,0,0,0,0,0,0,0,0,0,
Iowa,Brooklyn,Iraq,5,0,0,0,0,0,0,0,0,0,0,
Iowa,Carter Lake,Iraq,4,5,0,0,0,0,0,0,0,0,0,
Iowa,Cedar Rapids,Rwanda,0,0,0,1,0,0,0,0,0,1,0,
Iowa,Columbus City,Burma,2,0,0,2,0,0,0,0,0,0,0,
Iowa,Coralville,Sudan,0,1,0,0,0,0,0,0,0,0,0,
Iowa,Decorah,Somalia,0,0,0,2,0,0,0,0,0,0,0,
Iowa,Des Moines,China,2,0,0,0,0,0,0,0,0,0,0,
Iowa,Des Moines,Liberia,5,2,0,1,0,0,0,0,0,0,0,
Iowa,Des Moines,Rwanda,8,0,0,1,0,0,0,0,0,0,0,
Iowa,Des Moines,Togo,5,0,0,5,0,0,0,0,0,0,0,
Iowa,Des Moines,Vietnam,19,2,0,5,0,0,0,0,0,0,0,
Iowa,Des Moines,Zimbabwe,0,0,2,0,0,0,0,0,0,0,0,
Iowa,Iowa City,Eritrea,1,0,0,0,0,0,0,0,0,1,0,
Iowa,Muscatine,Iraq,0,3,0,0,0,0,0,0,0,0,0,
Iowa,Nevada,Eritrea,0,0,1,1,0,0,0,0,0,0,0,
Iowa,Ottumwa,Burma,0,0,0,0,0,0,0,0,0,1,0,
Iowa,Perry,Burundi,0,0,0,0,0,0,0,0,0,10,0,
Iowa,Sioux City,Vietnam,3,0,0,0,0,0,0,0,0,0,0,
Iowa,Urbandale,Liberia,0,0,0,4,0,0,0,0,0,0,0,
Iowa,Waterloo,Kenya,0,0,1,0,0,0,0,0,0,0,0,
Iowa,West Des Moines,Ethiopia,0,0,0,0,0,0,0,0,0,2,0,
Kansas,Dodge City,Dem. Rep. Congo,0,0,0,0,0,0,0,0,0,7,0,
Kansas,Fort Riley,Iraq,0,0,0,1,0,0,0,0,0,0,0,
Kansas,Fredonia,Burma,6,0,0,0,0,0,0,0,0,0,0,
Kansas,Garden City,Dem. Rep. Congo,0,0,0,0,0,0,0,0,0,1,0,
Kansas,Garden City,Vietnam,4,0,0,0,0,0,0,0,0,0,0,
Kansas,Hays,China,0,0,0,1,0,0,0,0,0,0,0,
Kansas,Independence,Iran,0,0,2,0,0,0,0,0,0,0,0,
Kansas,Kansas City,Iran,0,1,0,0,0,0,0,0,0,0,0,
Kansas,Kansas City,Nepal,0,0,0,1,0,0,0,0,0,0,0,
Kansas,Leavenworth,Iraq,0,4,0,0,0,0,0,0,0,0,0,
Kansas,Lenexa,Burma,0,0,1,0,0,0,0,0,0,0,0,
Kansas,Liberal,Vietnam,0,1,0,0,0,0,0,0,0,0,0,
Kansas,Olathe,Sudan,0,0,0,5,0,0,0,0,0,0,0,
Kansas,Overland Park,Russia,0,0,1,0,0,0,0,0,0,0,0,
Kansas,Overland Park,Ukraine,0,0,0,0,0,0,0,0,0,8,0,
Kansas,Phillipsburg,Burma,5,0,0,0,0,0,0,0,0,0,0,
Kansas,Salina,Sudan,0,0,1,2,0,0,0,0,0,0,0,
Kansas,Shawnee,Dem. Rep. Congo,0,0,8,0,0,0,0,0,0,0,0,
Kansas,Shawnee,Sudan,2,0,0,0,0,0,0,0,0,0,0,
Kansas,Wichita,Vietnam,4,1,3,0,0,0,0,0,0,0,0,
Kentucky,Ashland,Burma,0,0,0,1,0,0,0,0,0,0,0,
Kentucky,Bowling Green,Russia,0,0,1,0,0,0,0,0,0,0,0,
Kentucky,Bowling Green,Vietnam,7,0,0,0,0,0,0,0,0,0,0,
Kentucky,Fort Mitchell,Burma,0,0,0,1,0,0,0,0,0,0,0,
Kentucky,Frankfort,Iraq,0,1,0,0,0,0,0,0,0,0,0,
Kentucky,Hopkinsville,Iraq,0,2,0,0,0,0,0,0,0,0,0,
Kentucky,Lexington,Iran,0,0,0,3,0,0,0,0,0,0,0,
Kentucky,Lexington,Liberia,3,0,1,0,0,0,0,0,0,0,0,
Kentucky,Lexington,Russia,0,0,3,0,0,0,0,0,0,0,0,
Kentucky,Lexington,Togo,4,0,0,0,0,0,0,0,0,0,0,
Kentucky,Lexington,Uganda,0,0,0,0,0,0,0,0,0,1,0,
Kentucky,Lexington,Vietnam,4,0,0,0,0,0,0,0,0,0,0,
Kentucky,Louisville,Azerbaijan,0,6,2,3,0,0,0,0,0,0,0,
Kentucky,Louisville,Bangladesh,0,1,0,0,0,0,0,0,0,0,0,
Kentucky,Louisville,China,0,0,1,0,0,0,0,0,0,0,0,
Kentucky,Louisville,Gabon,0,0,0,1,0,0,0,0,0,0,0,
Kentucky,Louisville,Liberia,1,5,2,3,0,0,0,0,0,0,0,
Kentucky,Louisville,New Zealand,0,0,0,0,0,0,0,0,0,5,0,
Kentucky,Louisville,Nigeria,0,1,0,0,0,0,0,0,0,0,0,
Kentucky,Louisville,Senegal,0,1,0,0,0,0,0,0,0,0,0,
Kentucky,Louisville,Sierra Leone,1,0,0,0,0,0,0,0,0,0,0,
Kentucky,Louisville,Tunisia,0,1,0,0,0,0,0,0,0,0,0,
Kentucky,Louisville,Ukraine,0,0,0,0,0,0,0,0,0,2,0,
Kentucky,Louisville,Uzbekistan,11,15,0,0,0,0,0,0,0,0,0,
Kentucky,Louisville,Vietnam,6,8,5,0,0,0,0,0,0,0,0,
Kentucky,Owensboro,Dem. Rep. Congo,0,0,0,0,0,0,0,0,0,6,0,
Kentucky,Owensboro,Iraq,0,5,10,0,0,0,0,0,0,0,0,
Kentucky,Pewee Valley,Iraq,3,0,0,0,0,0,0,0,0,0,0,
Kentucky,Sebree,Cuba,0,0,0,1,0,0,0,0,0,0,0,
Kentucky,Somerset,Iraq,5,0,0,0,0,0,0,0,0,0,0,
Kentucky,Southgate,Burma,0,0,1,0,0,0,0,0,0,0,0,
Kentucky,,Burma,0,0,0,0,0,0,0,0,0,1,0,
Louisiana,Alexandria,Congo,0,0,2,0,0,0,0,0,0,0,0,
Louisiana,Baton Rouge,China,0,0,1,0,0,0,0,0,0,0,0,
Louisiana,Baton Rouge,Iran,0,0,1,0,0,0,0,0,0,0,0,
Louisiana,Baton Rouge,Kuwait,0,0,0,3,0,0,0,0,0,0,0,
Louisiana,Baton Rouge,Sierra Leone,4,0,0,0,0,0,0,0,0,0,0,
Louisiana,Baton Rouge,Vietnam,16,7,4,0,0,0,0,0,0,0,0,
Louisiana,Bossier-Shreveport,Burma,0,0,6,0,0,0,0,0,0,0,0,
Louisiana,Harvey,Burma,0,0,6,0,0,0,0,0,0,0,0,
Louisiana,Kenner,Cuba,0,1,0,0,0,0,0,0,0,0,0,
Louisiana,Kenner,Vietnam,2,0,0,0,0,0,0,0,0,0,0,
Louisiana,Lafayette,Afghanistan,0,4,0,0,0,0,0,0,0,0,0,
Louisiana,Lafayette,Burundi,8,0,0,0,0,0,0,0,0,0,0,
Louisiana,Lafayette,Congo,0,0,0,1,0,0,0,0,0,0,0,
Louisiana,Lafayette,Dem. Rep. Congo,0,8,0,0,0,0,0,0,0,0,0,
Louisiana,Lafayette,Eritrea,3,0,0,0,0,0,0,0,0,0,0,
Louisiana,Lafayette,Iran,1,0,0,0,0,0,0,0,0,0,0,
Louisiana,Lafayette,Somalia,4,5,6,0,0,0,0,0,0,0,0,
Louisiana,Lafayette,Vietnam,22,0,0,0,0,0,0,0,0,0,0,
Louisiana,Lake Charles,Vietnam,4,0,0,0,0,0,0,0,0,0,0,
Louisiana,Marrero,Cuba,0,1,0,0,0,0,0,0,0,0,0,
Louisiana,Morgan City,Cuba,0,6,0,0,0,0,0,0,0,0,0,
Louisiana,New Iberia,Cuba,0,2,0,0,0,0,0,0,0,0,0,
Louisiana,New Orleans,Burma,0,0,0,1,0,0,0,0,0,0,0,
Louisiana,New Orleans,Honduras,0,0,0,0,0,0,0,0,0,2,0,
Louisiana,New Orleans,Vietnam,0,0,0,0,0,0,0,0,0,4,0,
Louisiana,Pearl River,Iraq,7,0,0,0,0,0,0,0,0,0,0,
Louisiana,Pineville,Burma,51,41,25,0,0,0,0,0,0,0,0,
Louisiana,Pineville,Cuba,16,18,9,0,0,0,0,0,0,0,0,
Louisiana,Pineville,Vietnam,2,0,0,0,0,0,0,0,0,0,0,
Louisiana,Rayne,Cuba,0,5,0,0,0,0,0,0,0,0,0,
Louisiana,Scott,Cuba,8,1,0,0,0,0,0,0,0,0,0,
Louisiana,Shreveport,Burma,2,0,0,0,0,0,0,0,0,0,0,
Louisiana,Shreveport,Iraq,0,0,0,1,0,0,0,0,0,0,0,
Maine,Norway,Iraq,0,10,0,0,0,0,0,0,0,0,0,
Maine,Portland,Uzbekistan,0,3,0,0,0,0,0,0,0,0,0,
Maine,Portland,Vietnam,0,5,0,0,0,0,0,0,0,0,0,
Maine,Scarborough,Iran,2,0,0,0,0,0,0,0,0,0,0,
Maine,South Portland,Iran,0,1,0,0,0,0,0,0,0,0,0,
Maine,Windham,Russia,0,3,0,0,0,0,0,0,0,0,0,
Maryland,Abingdon,Iran,3,0,0,0,0,0,0,0,0,0,0,
Maryland,Adelphi,Liberia,0,1,0,0,0,0,0,0,0,0,0,
Maryland,Baltimore,Colombia,0,0,0,0,0,0,0,0,0,5,0,
Maryland,Baltimore,Congo,12,0,0,0,0,0,0,0,0,0,0,
Maryland,Baltimore,Ghana,0,0,0,0,0,0,0,0,0,2,0,
Maryland,Baltimore,Sri Lanka (Ceylon),0,4,0,0,0,0,0,0,0,1,0,
Maryland,Baltimore,Uzbekistan,13,0,0,0,0,0,0,0,0,0,0,
Maryland,Baltimore,Vietnam,0,5,0,0,0,0,0,0,0,0,0,
Maryland,Bel Air,Iran,0,4,0,0,0,0,0,0,0,0,0,
Maryland,Bel Air,Iraq,1,0,0,0,0,0,0,0,0,0,0,
Maryland,Beltsville,Iran,0,1,0,0,0,0,0,0,0,0,0,
Maryland,Beltsville,Vietnam,4,0,0,0,0,0,0,0,0,0,0,
Maryland,Bethesda,Kyrgyzstan,0,0,4,0,0,0,0,0,0,0,0,
Maryland,Bowie,Eritrea,0,0,0,1,0,0,0,0,0,0,0,
Maryland,Bowie,Sierra Leone,1,0,0,0,0,0,0,0,0,0,0,
Maryland,Boyds,Liberia,3,0,0,0,0,0,0,0,0,0,0,
Maryland,Burtonsville,Ethiopia,0,0,2,0,0,0,0,0,0,0,0,
Maryland,Burtonsville,Iran,3,0,0,0,0,0,0,0,0,0,0,
Maryland,Capitol Heights,Ethiopia,0,0,0,3,0,0,0,0,0,0,0,
Maryland,Catonsville,Iraq,0,0,0,4,0,0,0,0,0,0,0,
Maryland,Chevy Chase,Eritrea,0,1,0,0,0,0,0,0,0,0,0,
Maryland,Chevy Chase,Iraq,2,6,1,0,0,0,0,0,0,0,0,
Maryland,Clinton,China,0,0,0,1,0,0,0,0,0,0,0,
Maryland,Cockeysville,Iran,0,0,5,5,0,0,0,0,0,0,0,
Maryland,Cockeysville,Iraq,0,1,0,0,0,0,0,0,0,0,0,
Maryland,College Park,El Salvador,0,0,0,0,0,0,0,0,0,1,0,
Maryland,College Park,Ethiopia,0,0,0,0,0,0,0,0,0,1,0,
Maryland,College Park,Uganda,0,0,0,0,0,0,0,0,0,1,0,
Maryland,Damascus,Burma,0,0,1,0,0,0,0,0,0,0,0,
Maryland,Derwood,Iran,0,0,4,0,0,0,0,0,0,0,0,
Maryland,Derwood,Kazakhstan,0,0,0,0,0,0,0,0,0,2,0,
Maryland,Dundalk,Cuba,0,0,4,0,0,0,0,0,0,0,0,
Maryland,Dundalk,Pakistan,0,0,0,0,0,0,0,0,0,1,0,
Maryland,Edgewater,Iraq,2,0,0,0,0,0,0,0,0,0,0,
Maryland,Elkridge,Ethiopia,0,0,0,4,0,0,0,0,0,0,0,
Maryland,Elkridge,Iran,0,2,0,5,0,0,0,0,0,0,0,
Maryland,Ellicott City,Burma,0,9,0,2,0,0,0,0,0,0,0,
Maryland,Essex,Pakistan,0,0,0,0,0,0,0,0,0,2,0,
Maryland,Forest Hill,Iraq,0,0,0,3,0,0,0,0,0,0,0,
Maryland,Fort Washington,Iran,0,0,3,0,0,0,0,0,0,0,0,
Maryland,Frederick,Dem. Rep. Congo,1,0,0,0,0,0,0,0,0,0,0,
Maryland,Frederick,Indonesia,0,0,1,0,0,0,0,0,0,0,0,
Maryland,Frederick,Iran,4,1,0,0,0,0,0,0,0,0,0,
Maryland,Frederick,Iraq,3,0,0,5,0,0,0,0,0,0,0,
Maryland,Gaithersburg,Cuba,0,1,0,0,0,0,0,0,0,0,0,
Maryland,Gaithersburg,Eritrea,0,2,0,0,0,0,0,0,0,0,0,
Maryland,Gaithersburg,Ethiopia,0,0,0,0,0,0,0,0,0,1,0,
Maryland,Gaithersburg,Liberia,0,1,0,0,0,0,0,0,0,0,0,
Maryland,Germantown,Burma,0,0,0,1,0,0,0,0,0,0,0,
Maryland,Germantown,Ethiopia,1,0,0,0,0,0,0,0,0,0,0,
Maryland,Glenn Dale,Eritrea,0,0,0,1,0,0,0,0,0,0,0,
Maryland,Greenbelt,Iraq,4,6,0,0,0,0,0,0,0,0,0,
Maryland,Hagerstown,Belarus,6,0,0,5,0,0,0,0,0,0,0,
Maryland,Hagerstown,Russia,1,0,0,0,0,0,0,0,0,0,0,
Maryland,Halethorpe,Iran,0,0,2,0,0,0,0,0,0,0,0,
Maryland,Hollywood,Iraq,1,0,0,0,0,0,0,0,0,0,0,
Maryland,Huntingtown,Iraq,0,6,0,0,0,0,0,0,0,0,0,
Maryland,Hyattsville,Bhutan,1,5,0,0,0,0,0,0,0,0,0,
Maryland,Hyattsville,Dem. Rep. Congo,0,0,0,0,0,0,0,0,0,10,0,
Maryland,Hyattsville,Vietnam,0,0,0,0,0,0,0,0,0,1,0,
Maryland,Kensington,Iran,0,0,0,2,0,0,0,0,0,0,0,
Maryland,Lanham,Dem. Rep. Congo,4,0,0,0,0,0,0,0,0,0,0,
Maryland,Laurel,Iraq,4,0,0,0,0,0,0,0,0,0,0,
Maryland,Lutherville,Burma,4,0,4,0,0,0,0,0,0,0,0,
Maryland,Marriottsville,Iran,0,2,0,0,0,0,0,0,0,0,0,
Maryland,Maugansville,Belarus,0,6,0,0,0,0,0,0,0,0,0,
Maryland,Middle River,Liberia,0,4,0,0,0,0,0,0,0,0,0,
Maryland,Mitchellville,Iran,0,1,0,0,0,0,0,0,0,0,0,
Maryland,Montgomery Village,Burma,10,0,0,5,0,0,0,0,0,0,0,
Maryland,Montgomery Village,Iraq,4,0,0,0,0,0,0,0,0,0,0,
Maryland,Mount Rainier,Eritrea,0,0,0,1,0,0,0,0,0,0,0,
Maryland,Mount Rainier,Iraq,0,1,0,0,0,0,0,0,0,0,0,
Maryland,New Carrollton,Sierra Leone,2,0,0,0,0,0,0,0,0,0,0,
Maryland,New Market,Iran,1,0,0,0,0,0,0,0,0,0,0,
Maryland,North Bethesda,Iraq,0,1,0,0,0,0,0,0,0,0,0,
Maryland,Olney,Iraq,1,0,6,0,0,0,0,0,0,0,0,
Maryland,Owings Mills,Belarus,0,2,0,0,0,0,0,0,0,0,0,
Maryland,Owings Mills,Iran,1,0,0,2,0,0,0,0,0,0,0,
Maryland,Oxon Hill,Bhutan,6,0,0,0,0,0,0,0,0,0,0,
Maryland,Oxon Hill,Dem. Rep. Congo,0,8,0,0,0,0,0,0,0,0,0,
Maryland,Oxon Hill,Iraq,3,0,0,0,0,0,0,0,0,0,0,
Maryland,Pasadena,Iran,0,0,0,1,0,0,0,0,0,0,0,
Maryland,Pasadena,Somalia,1,0,0,0,0,0,0,0,0,0,0,
Maryland,Potomac,Iran,2,2,0,0,0,0,0,0,0,0,0,
Maryland,Potomac,Iraq,0,1,0,0,0,0,0,0,0,0,0,
Maryland,Randallstown,Vietnam,3,0,0,0,0,0,0,0,0,0,0,
Maryland,Rockville,Eritrea,0,1,0,0,0,0,0,0,0,1,0,
Maryland,Rockville,Moldova,0,0,1,0,0,0,0,0,0,0,0,
Maryland,Rockville,Rwanda,1,0,0,0,0,0,0,0,0,0,0,
Maryland,Rockville,Vietnam,0,1,0,0,0,0,0,0,0,0,0,
Maryland,Rosedale,Iraq,4,0,0,0,0,0,0,0,0,0,0,
Maryland,Sandy Spring,Eritrea,0,0,0,1,0,0,0,0,0,0,0,
Maryland,Severn,Iraq,4,0,0,0,0,0,0,0,0,0,0,
Maryland,Silver Spring,Congo,0,1,0,4,0,0,0,0,0,0,0,
Maryland,Silver Spring,"Korea, North",0,0,1,0,0,0,0,0,0,0,0,
Maryland,Silver Spring,Laos,0,1,0,0,0,0,0,0,0,0,0,
Maryland,Silver Spring,Liberia,2,0,0,0,0,0,0,0,0,0,0,
Maryland,Silver Spring,Moldova,3,0,0,0,0,0,0,0,0,0,0,
Maryland,Silver Spring,Palestine,0,3,0,0,0,0,0,0,0,0,0,
Maryland,Silver Spring,Tibet,0,0,0,4,0,0,0,0,0,0,0,
Maryland,Suitland,Guinea,3,0,0,0,0,0,0,0,0,0,0,
Maryland,Takoma,Eritrea,0,0,0,2,0,0,0,0,0,0,0,
Maryland,Takoma Park,Bhutan,2,0,0,0,0,0,0,0,0,0,0,
Maryland,Takoma Park,Iraq,22,0,3,0,0,0,0,0,0,0,0,
Maryland,Temple Hills,El Salvador,0,0,0,0,0,0,0,0,0,1,0,
Maryland,Temple Hills,Ethiopia,0,0,0,0,0,0,0,0,0,1,0,
Maryland,Temple Hills,Sierra Leone,1,0,0,0,0,0,0,0,0,0,0,
Maryland,Walkersville,Burma,0,0,1,0,0,0,0,0,0,0,0,
Maryland,Walkersville,Iraq,2,0,0,0,0,0,0,0,0,0,0,
Maryland,Williamsport,Burma,0,1,0,0,0,0,0,0,0,0,0,
Maryland,Woodbine,Burma,0,1,0,0,0,0,0,0,0,0,0,
Massachusetts,Agawam,Belarus,1,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Agawam,Moldova,1,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Agawam,Russia,1,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Allston,Belarus,0,5,0,0,0,0,0,0,0,0,0,
Massachusetts,Allston,Iraq,3,2,0,0,0,0,0,0,0,0,0,
Massachusetts,Allston,Kyrgyzstan,5,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Allston,Latvia,1,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Amherst,China,0,6,0,0,0,0,0,0,0,0,0,
Massachusetts,Arlington,Iraq,0,0,2,0,0,0,0,0,0,0,0,
Massachusetts,Arlington,Russia,0,2,0,0,0,0,0,0,0,0,0,
Massachusetts,Boston,Congo,4,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Boston,Cuba,1,4,0,0,0,0,0,0,0,0,0,
Massachusetts,Boston,Gambia,0,2,0,0,0,0,0,0,0,0,0,
Massachusetts,Boston,Guatemala,0,0,0,0,0,0,0,0,0,4,0,
Massachusetts,Boston,Republic of South Sudan,0,0,0,0,0,0,0,0,0,4,0,
Massachusetts,Boston,Sierra Leone,0,3,0,0,0,0,0,0,0,0,0,
Massachusetts,Boston,Togo,0,7,0,0,0,0,0,0,0,0,0,
Massachusetts,Braintree,Iraq,1,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Brighton,Afghanistan,0,0,0,1,0,0,0,0,0,0,0,
Massachusetts,Brighton,Russia,4,3,0,0,0,0,0,0,0,0,0,
Massachusetts,Brighton,Ukraine,0,0,0,1,0,0,0,0,0,0,0,
Massachusetts,Brockton,Somalia,0,0,0,10,0,0,0,0,0,0,0,
Massachusetts,Brookline,Iran,0,0,2,0,0,0,0,0,0,0,0,
Massachusetts,Cambridge,Cuba,0,4,0,0,0,0,0,0,0,0,0,
Massachusetts,Cambridge,Eritrea,0,2,0,0,0,0,0,0,0,0,0,
Massachusetts,Cambridge,Russia,1,1,0,0,0,0,0,0,0,0,0,
Massachusetts,Canton,Ukraine,0,0,6,0,0,0,0,0,0,0,0,
Massachusetts,Chelsea,Cuba,0,0,0,4,0,0,0,0,0,0,0,
Massachusetts,Chelsea,Sudan,1,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Chicopee,Belarus,1,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Clinton,Iraq,0,0,0,3,0,0,0,0,0,0,0,
Massachusetts,Concord,Burundi,4,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Concord,Iraq,2,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Danvers,Burma,4,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Dorchester,Bhutan,6,3,3,0,0,0,0,0,0,0,0,
Massachusetts,Dorchester,Guinea,0,1,0,0,0,0,0,0,0,0,0,
Massachusetts,Dorchester,Jordan,0,0,0,1,0,0,0,0,0,0,0,
Massachusetts,East Boston,Somalia,0,0,1,2,0,0,0,0,0,0,0,
Massachusetts,Falmouth,Vietnam,4,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Feeding Hills,Moldova,1,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Feeding Hills,Russia,0,8,0,0,0,0,0,0,0,0,0,
Massachusetts,Foxborough,Syria,0,0,0,0,0,0,0,0,0,1,0,
Massachusetts,Framingham,Afghanistan,0,0,0,0,0,0,0,0,0,1,0,
Massachusetts,Greenfield,Moldova,13,7,0,0,0,0,0,0,0,0,0,
Massachusetts,Hudson,Iraq,0,0,0,1,0,0,0,0,0,0,0,
Massachusetts,Hyde Park,Vietnam,3,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Jamaica Plain,Cuba,0,0,4,0,0,0,0,0,0,0,0,
Massachusetts,Jamaica Plain,Russia,1,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Jamaica Plain,Rwanda,0,0,7,0,0,0,0,0,0,0,0,
Massachusetts,Lawrence,Iraq,0,5,0,0,0,0,0,0,0,0,0,
Massachusetts,Leominster,Eritrea,0,0,0,1,0,0,0,0,0,0,0,
Massachusetts,Lowell,Congo,7,0,1,6,0,0,0,0,0,0,0,
Massachusetts,Lowell,Ethiopia,0,0,1,0,0,0,0,0,0,0,0,
Massachusetts,Lowell,Pakistan,5,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Lowell,Sierra Leone,2,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Lowell,Vietnam,5,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Ludlow,Iraq,0,7,0,0,0,0,0,0,0,0,0,
Massachusetts,Lynn,Belarus,0,4,1,3,0,0,0,0,0,0,0,
Massachusetts,Lynn,Burundi,0,0,0,0,0,0,0,0,0,5,0,
Massachusetts,Lynn,Gambia,0,2,0,0,0,0,0,0,0,0,0,
Massachusetts,Lynn,Liberia,0,6,0,0,0,0,0,0,0,0,0,
Massachusetts,Lynn,Sierra Leone,0,1,1,0,0,0,0,0,0,0,0,
Massachusetts,Lynn,Ukraine,0,0,2,1,0,0,0,0,0,0,0,
